Text,Sub-task A
"I read a blog post of India Today they were trying to defame the film by
giving bad reviews. They even called Arjun Reddy B grade film.. That's really
disgusting..",OAG
Feminist is equal to chutiya,OAG
Character less this issue women,OAG
She is totaly terirest...,OAG
"to moto chele a rakom ma der chere dei tar pare ninda kare
i heat you .",OAG
"toxic masculinity and pseudo feminism is garbage in this society all we are
just killing each gender",OAG
"Real love? Commitment?! R u serious?!First time seeing a girl, and declaring
woh Meri bandi Hain!! And glorifying it!! Clap to you !!",OAG
**SUCHARITA = CHEAP FUCK**,OAG
Best name for Chutiya Anrudita would be MC-BC.,OAG
She looks like a witch,OAG
Encounter................Encounter................Encounter..............,OAG
conservatives fuck you all,OAG
feminist is cancer,OAG
"this man is fully confused, he really need a girlfriend, and he is telling us
by mutual consent he did not mind if his girlfriend get fucked by someone
else??? Grow up man and change your THARKI T-Shirt?",OAG
"god bless jhangir , bahut badiya kiya , this is the result of injustice and
the bastard indian bitches should realise this",OAG
She should be immediately shott deadd !!!!,OAG
"I hate Ranu mondal I hate her voice Fuck off
[#Ranu](http://www.youtube.com/results?search_query=%23Ranu)_Mondal.
Mera jeisa kon kon hai hit like...👇👇👇",OAG
"Mamata , Arundhuti etc are born out of Surawardi Sperm he dropped to the wombs
many women on 16th Aug-1946 in Kolkata. In true sense they are really Bastards
/ Bitch-biologically they can't have a known father . We all know what
happened to him and imagine what is awaiting to Mamaata and Bitch Arundhati.",OAG
"to moto chele a rakom ma der chere dei tar pare ninda kare
i heat you .",OAG
"always remember this- anything which is remotely disrespectfull to women, ppl
like that thing bcuz thats what male ego is. They want to satisfy their own
ego and nothing else.",OAG
Send Ranu Randy to Rachi,OAG
"He is doing drugs consuming alcohol while surgery slapping his girlfriend for
no reason and talking shit about her parents beating anyone he want keeping a
girl in his hostel room presenting women as an object and u think there is
nothing wrong with the movie and for ur knowledge feminist is about treating
women equal as man not the shit you are talking about if you want to talk
about something talk about the real issues because of people like you women do
not feel safe in this male dominating society and by the way ur mother is also
a women",OAG
Encounter................Encounter................Encounter..............,OAG
RX 100 has the power to destroy feminists.,OAG
"Honestly who made this bisexual sucharita a fucking critic she is just so
fucking annoying",OAG
Dur baiman,OAG
Fuck those feminism and liberals film no.1 hai,OAG
Feminist are mc,OAG
Shut the fuck up,OAG
Left librandu ........,OAG
gay MF,OAG
"You exposed your self . What is harm for you . Have you any guards to make
comments over political leaders on their education, control over English , and
back ground ? I am not a fan of Ranu Mondal . You must more cautious on
language before such
comments .",OAG
Only here to dislike this randi,OAG
Through out this RAT from our Nation.,OAG
U always talk same shit,OAG
Stop being gay,OAG
Street beggar are better than Ranu Mondal.....,OAG
"Breif description but feminist is like urban terrorist and they will never
understand",OAG
"feminism means equality not discrimination first you should learn about this
go and study about feminism.",OAG
"omg u are a hypocrite. the movie is wrong and men like u are supporting. u are
an uncle, have thought like that only.",OAG
"Flevia and neha may God burn u in hell , fuck u all feminists . I have seen
the arrest of whole family which includes 85 year old men who can barley walk
, the father of accused .",OAG
conservatives fuck you all,OAG
Who the hell r these liberals and feminist. Assholes.. kick them all..,OAG
"Few persons whether artist, writters, economist...how many r they? Are they
our future decider? My opinion we are country fate designer, they are not
newtons or sir Einsteins, these urban naxaulites are misleading for their
personal money, wealth. Put them in the gutter...",OAG
"Arundhati is a old ugly witch poisoning the mind of people to promote violence
in India.",OAG
"So, what do they want?! Every Tom Dick and Harry from anywhere in the world
should be given citizenship of our country? Aise kaise banenge developed
nation some day? Of course the government needs to keep a track of the
population aur kahan se aye hain. Any reasonable person would understand this.
Arundhati is a total bitch. She seems mentally unstable. And who are these
idiots cheering for her?! Beyond disgusting",OAG
What the actual fuck is this film,OAG
Kabir singh and de de pyar de are slap to feminist,OAG
I hat ranu Mondal,OAG
"Kabir Singh loves truly Preeti : feminists were silent ,  
Kabir Singh accepted his ban from his profession : feminists were silent ,  
Preeti Slapped Kabir 4 to 5 times in move : feminists were silent ,  
Kabir slapped Preeti : feminists say "" this is toxic masculinity , women are
still opressed by men , this movie should be banned",OAG
Open bob and vagane,OAG
feminist is cancer,OAG
you fokkit it,OAG
"She luks so cunning.  
Paid traitors of india",OAG
"Anywhere in the world she be locked up,in the peace loving Islamist country's
she be stoned to death.india giving too much freedom for scums like her.",OAG
"Sucharita Tyagi is the biggest hypocrite she loved swara Bhaskar being a rebel
in veere di wedding",OAG
Chi Ranu di .... oversmart.... shame on u,OAG
"well done Jahangir, the Bitch deserved it!! You did good thing by leaving the
Bitch alive, she should know what is the pain for loosing parents. Bravo!!!",OAG
She should be thrown out of India..crap and crazy idiotic lady,OAG
Fake feminism is spreading like plague..,OAG
Get out..,OAG
**SUCHARITA = CHEAP FUCK**,OAG
feminist is cancer,OAG
"Bhai..... I wonder how shameless those people are.... Every attempt of theirs
is failing....  
Like, uri blockbuster despite they rejected..  
Kesari is a hit, again kabir singh going to superhit which they are
defaming...  
These librandus are failing miserably...  
Thank God BJP came to power 2nd time...",OAG
"Throw her out of nation . She is making a mockery of the whole bill. She
should not be heard Arundati we will call Kumphoo Kurt’s or Ranga bills . She
is sit . Get out of India . jail hind 🙏🏻🇮🇳",OAG
"I am someone who is for equality. I hated four more shots. don’t know much
about campaigns run my feminists. I am so disappointment in you. If you don’t
see what is wrong with the movie you never will. Because of people like you
India will stay divided and girls with continue to feel unsafe.Absolutely
pathetic !",OAG
"One word for the movie ""tatti""",OAG
"Not comparing but even nice movies like Na peru Surya na illu India will hurt
feminists for showing so called toxic masculinity.A man facing the problem
with anger management = toxic masculinity.Since when? Do they want all the men
to become effeminate.Feminists hate logic and reasoning for sure.Thats y I
stay away from females and I have no remorse for it. Waiting for SJWs to get
involved in keyboard war by replying me with some shaming language.I won't
retaliate.😜👍",OAG
