Text,Sub-task B
"These liberals and leftist are worse than Transgenders because till
Transgenders have some their morals but leftist and liberals don't have.  
They have to live with transgenders and should learn some lessons from them.",GEN
"👍the thing on feminism is true coz...though being a girl I can feel that the
motive of feminism is more than to form a reverse world ..not any equality
...ki if boys rape ..we will too do same except fir literal ""equality""",GEN
"The process can be tested by taking them in army and recording their
activities which data can be further used for the study on effect of
homosexuality on army efficiency.",GEN
Homosexuality should be banned,GEN
"Sucharita is saying its a bad muv so now it's a must watch film 😁😁😁😁😁 take
this sucharita randi🖕🖕🖕🖕🖕🖕",GEN
"What's even more disgusting is that not 1 INDIAN WOMAN has the courage to post
a comment against this....probably they fear the backlash....WHAT A SHAME ON
SOCIETY!!!!! Fuck off you BITCHES!!!!!!!!!!!!!!!!!!!!!!!",GEN
arreste that kung fu kutti,GEN
"See the rotten face arundhati roy with Stinking ideas spreading odour all
around. Even pig look beautiful than this aged sow.",GEN
"I think we should first gather the interested people (Homosexuals) make a
group of 100 and train them for 1 year so that we can have correct knowledge
of there physical and mental power and if majority of them achieve success in
this process then we can give green signal to them to join forces",GEN
"Why are we running behind the West. Although I'm neutral on homosexuality I
find it so sad, it makes me so sad to see my people say accepting
homosexuality takes them towards development and modernity. We should not try
so hard to fit in the west. We are Indian, we should stand back to our own
culture. P.S we are ex British colony so my education was always of English so
I prefer to write in English.",GEN
"Well why can't u grasp that a guy can live however he wants, I myself would
wear t-shirts & shorts to jobs instead of formal shirts as we can do what's
comfortable & why can't a guy be topper? I pump & dump girls with consent yet
never got less than 75% ever, well in those days seniors were respected like
teachers & could do whatever they wanted with juniors so that's why juniors
were treated like that in this movie",GEN
"There is a saying,two pair of breasts connot be in the same room.",GEN
"No one is gay by birth.  
They are just mad.  
Send them to mental asylum.",GEN
Pity these naïve retarded females like A rOY,GEN
"BRO MOVIE IS MOVIE.SEE AT AS A MOVIE.  
AND WE ONLY LIKE THIS MOVIE BECAUSE THE ACTING OF SHAHID WAS VERY GOOD.  
And people atleast got to know that they should not self harm for anyone.  
And atleast some struggle was there in movie that how people get so disastrous
after a break up.  
All girls are brainless creatures and Main story of every girl is they first
start loving a fuck boi who dont respect her at all and when he ditch her,they
openly say with their shitty mouth that all boys are same.  
Person who genuinly like krta h usse to vo banda intrest hi nhi marta.  
So in 14 -20 yr old nibbis and even nibbas are just mad.Stay away from
relation ship in these years coz there are rarely anyone who who know their
wants.  
Girls are mad.Stay away from them as much as possible.Dont follow them
blindly.Let them do whatever they want coz they even themselves dont know what
they want.They r fucking idiots.",GEN
"god bless jhangir , bahut badiya kiya , this is the result of injustice and
the bastard indian bitches should realise this",GEN
conservatives fuck you all,GEN
"It is better to call scholars in the field of politics, sociology for debate.
Not the cracks from cinema, spokes woman from political parties. I could see
bitching only and stopped seeing your program after a few seconds. I will
never see your channel again.",GEN
"Fishing for fame. This holy is a dropout druggee who got battered in Tamil
filmdom and wasted her life. Now out of necessity she wants to be some
relevant price of ass.",GEN
"All these urban naxaulites like Arundhati Roy have citizenship in other
countries, My hindu brothers, where will u go? Fir shake of money they will
sell us! What this Prustitute Arundhati Roy did for the nation's economy,
science, technology, envirniment, poor...nothing!",GEN
"Honestly who made this bisexual sucharita a fucking critic she is just so
fucking annoying",GEN
"Critics be like  
  
Tere naam: awesome  
Sanju: awsmome  
Kabir Singh: toxic masculinity, misogynistic.  
  
Wah BC.",GEN
"Irs common in south. Really Intelligent (normal looking) girls fall submissive
to rich attractive douchebags because they know this might be their only shot
at physical beauty which they wont get in arranged marriages",GEN
"Fuckboy isn't good , but a bully isn't either. Skewed feminism is dangerous
and so is toxic masculinity. I totally understand that you have a lot of
hatred for liberals n feminists which is justified coz of what a lot of them
have been propogating but not every idea of feminism is wrong pratik.
Bollywood has a history of showing these things ""cool"", that is my only
problem with these characters. I am all game for negative characters but I
don't like them being glorified, making them look cool. I won't even start
with 4 shots, I didn't even like alia's aggresion in gully boy so it's not one
sided. As much as I enjoy your views on nationalism, our history , I didn't
feel comfortable watching this. 🙏",GEN
Haryanvi Jatt man very very bc,GEN
what the fucking mohila,GEN
"The guy in yellow shirt needs to look at mirror and look at his disgusting pot
belly...no girl in her right mind would ever pick that sleazy fatso.",GEN
"Homosexual will not allow in army.  
Becoz homosexuality is one of the major coz of sexual diseases.",GEN
"it's not that big deal ... grow up and let them enjoy ... and let them live
tgeir life as well ... homosexuality is not a problm its just a bit not so
normal .. but its acceptable guyzzz ...stop Being narrow minded ...",GEN
"Chutiya movie..Shahid betichod only care about sex.. kiara is also only want
sex.. jhatu movie",GEN
"i dont know much about homosexuals, but i definitely would say that
transgenders should not be allowed.",GEN
Send Ranu Randy to Rachi,GEN
Is she really a girl or transgender,GEN
Stop being gay,GEN
Homosexuality is against nature. Thats all!,GEN
Bastard librandus,GEN
"He was not Womanizer. He was destroyed inside & very angry . When that girl
having fiance & having sex with another boy then feminists don't have problem
.",GEN
"god bless jhangir , bahut badiya kiya , this is the result of injustice and
the bastard indian bitches should realise this",GEN
Fuck yourself Feminism,GEN
Hello bitch lasagna.,GEN
conservatives fuck you all,GEN
"Homosexuality : is it natural ?[困]

Not to condemn no people, but to reclaim the fallen from this practice, is
believing that you can be changed from that stage into a better stage ,to say
that we will leave this one off & take the other, who are we to pass that kind
of judgment on our brothers & sisters .

The Question that should be asked is,
where did this perversion of this deviation come about ?

Cause when God created this universe & everything in this universe to obey Him
& His law , the sun obeys the law under which it is created ,the moon ,the
stars , this planet earth obeys the law of its creation. and what we see in
the creation is no ,creature deviates from the law under which it is created.
The planet moves in its orbit not disobeying the law not even , one fraction
of a second & astronomers can bear this witness .

i dont care where you find, an ant , a bee , a fowl , a fish. They all obey
the nature in which they are created, men is not created to deviate from a
certain nature in which he is created.

the planet earth is created to incline to the plain of its orbit 23°c ,30
minutes ,The planet inclines to the plain of its orbit, this is a natural
inclination or leaning.

Man by nature is inclined towards the female & the female by nature leans
towards the man.

Now i want to know ,where did this , deviation come from?

it was not until a man that was made years ago ,from the original man ,made
opposite to the nature of the natural man, made to deviate from the natural
way of God & man ,made an opposser of the natural way & deviates from the
natural course, His whole life style will be a deviation.

The Bible clearly says ,he changed the ""TRUTH"" of God into a lie & when you
pervert the truth of God & make it a lie ,than what follows from that is a
system of perversion of deviation. we didn't have brothers in Africa walking
around with broken wrists .

since people were taught and learned of this behavior we can un-learn this
behavior.

Scripture says ""as a man thinketh so is he "" if you make a man to think like a
woman ,We have seen that ""Thought"" is so powerful it projects itself totally
on the man's brain & it begins to reshape the material so that a man ,who
thinks like a woman , his face, his features, his movements everything about
him begins to change according to his thoughts.

So scripture says "" behold I the sovereign Lord, make all things new"" so we
must get ride of the deviation and bring man back into the natural order in
which he is created & the only way to do that is to place in mans brain a new
thought & that new thought will bring up a new idea and that new idea will
reshape the ""matter"" of the man ,change the form of the man & change the
expression of the man.

There is no such thing as a homosexual that cannot be changed ,there is no
such thing as a ""lesbian"" that cannot be changed, God is here to change us all
up ,into a new growth & bring us back to the natural order in which we were
created.",GEN
Shaurya Arya I will not fuck you and homosexual,GEN
"@parul singh It's not true.... but yeah... due to too much indecency of women
in society and the way media using them as an object or piece of meat to
seduce men, many men also are running behind these girls to lick them... at
least you are not their target... but those men who became monster watching
this nudity and lost control over themselves, you can be target for them....  
  
  
Each fuckbois do not see whether you are simple girl or bold... they just
wants your body....  
  
  
So, take care....  
  
  
Values of women and respect for them are getting down day by day... In future,
may be maximum men would became fuckbois just because of this obscenities all
around....  
  
  
Today, it's hard to find a genuine girl or boy....",GEN
